343,62;392,70;446,01;503,75;566,03;717,21;757,49;778,24;798,97;819,70;840,43;861,18;881,91;902,64;923,39;944,12;964,84;985,57;1006,33
385,32;437,91;494,87;556,39;622,60;746,18;766,91;787,67;808,39;829,12;849,87;870,61;891,33;912,06;932,81;953,55;974,27;995,00;1015,75
429,80;486,01;546,73;612,14;649,89;755,61;776,34;797,09;817,82;838,55;859,30;880,03;900,75;921,49;942,24;962,97;983,69;1004,43;1025,18
477,15;537,08;601,66;639,12;658,86;765,03;785,77;806,52;827,24;847,97;868,73;889,45;910,18;930,91;951,66;972,39;993,12;1013,87;1034,60
527,44;591,20;628,33;648,09;667,84;774,46;795,21;815,93;836,67;857,40;878,15;898,87;919,61;940,34;961,09;981,81;1002,54;1023,30;1044,03
662,28;700,95;721,68;742,42;763,15;783,88;804,64;825,36;846,09;866,82;887,58;908,30;929,03;949,76;970,51;991,24;1011,97;1032,72;1053,45
689,64;710,37;731,09;751,85;772,58;793,31;814,05;834,79;855,52;876,25;896,99;917,72;938,46;959,21;979,93;1000,66;1021,40;1042,15;1062,87
699,06;719,80;740,54;761,27;782,00;802,74;823,48;844,21;864,94;885,66;906,42;927,15;947,88;968,64;989,36;1010,09;1030,82;1051,56;1072,30
708,49;729,21;749,97;770,70;791,43;812,15;832,90;853,64;874,37;895,09;915,84;936,58;957,31;978,05;998,78;1019,51;1040,25;1060,99;1081,72
717,92;738,64;759,39;780,12;800,85;821,58;842,33;863,06;883,78;904,54;925,27;946,00;966,72;987,48;1008,21;1028,94;1049,66;1070,42;1091,15
727,33;748,06;768,82;789,55;810,27;831,00;851,76;872,49;893,21;913,96;934,69;955,43;976,15;996,90;1017,63;1038,37;1059,09;1079,84;1100,57
736,76;757,49;778,24;798,97;819,70;840,43;861,18;881,91;902,64;923,39;944,12;964,84;985,57;1006,33;1027,06;1047,78;1068,53;1089,27;1110,00
746,18;766,91;787,67;808,39;829,12;849,87;870,61;891,33;912,06;932,81;953,55;974,27;995,00;1015,75;1036,49;1057,21;1077,96;1098,69;1119,42